card,entry,lemma,gender,rank
w-rendu,rendu,rendu,,4433
w-convention,la convention,convention,f,4434
w-disciple,un disciple,disciple,m,4435
w-billard,le billard,billard,m,4436
w-quasi,quasi,quasi,,4437
w-torche,la torche,torche,f,4438
w-douteux,douteux,douteux,,4439
w-antenne,une antenne,antenne,f,4440
w-fourchette,la fourchette,fourchette,f,4441
w-infernal,infernal,infernal,,4442
w-exil,un exil,exil,m,4443
w-merder,merder,merder,,4444
w-poignard,le poignard,poignard,m,4445
w-ironique,ironique,ironique,,4446
w-etreindre,étreindre,étreindre,,4447
w-camper,camper,camper,,4448
w-irresistible,irrésistible,irrésistible,,4449
w-pacte,le pacte,pacte,m,4450
w-peiner,peiner,peiner,,4451
w-poster,poster,poster,,4452
w-artistique,artistique,artistique,,4453
w-implorer,implorer,implorer,,4454
w-these,la thèse,thèse,f,4455
w-pansement,le pansement,pansement,m,4456
w-pilier,le pilier,pilier,m,4457
w-megot,le mégot,mégot,m,4458
w-dramatique,dramatique,dramatique,,4459
w-obsession,une obsession,obsession,f,4460
w-basket,le basket,basket,m,4461
w-fortement,fortement,fortement,,4462
w-ruisseler,ruisseler,ruisseler,,4463
w-subitement,subitement,subitement,,4464
w-decoration,la décoration,décoration,f,4466
w-lanterne,la lanterne,lanterne,f,4467
w-logique-2,la logique,logique,f,4468
w-lard,le lard,lard,m,4469
w-fut,le fût,fût,m,4470
w-remporter,remporter,remporter,,4471
w-decisif,décisif,décisif,,4472
w-cocktail,le cocktail,cocktail,m,4473
w-rassurant,rassurant,rassurant,,4474
w-demonstration,une démonstration,démonstration,f,4475
w-notion,une notion,notion,f,4476
w-circuit,le circuit,circuit,m,4477
w-bosse,la bosse,bosse,f,4478
w-boucher-2,le boucher,boucher,m,4479
w-critique-2,critique,critique,,4480
w-ralenti,le ralenti,ralenti,m,4481
w-ridicule,le ridicule,ridicule,m,4482
w-tien,le tien,tien,m,4483
w-affectueux,affectueux,affectueux,,4484
w-specialite,la spécialité,spécialité,f,4485
w-marin-2,marin,marin,,4486
w-gravir,gravir,gravir,,4487
w-conserve,une conserve,conserve,f,4488
w-evasion,une évasion,évasion,f,4489
w-procedure,la procédure,procédure,f,4490
w-avide,avide,avide,,4491
w-tombe-2,tombé,tombé,,4492
w-epave,une épave,épave,f,4493
w-biche,la biche,biche,f,4494
w-ecurie,une écurie,écurie,f,4495
w-case,la case,case,f,4496
w-convertir,convertir,convertir,,4497
w-successif,successif,successif,,4498
w-cafard,le cafard,cafard,m,4499
w-virage,le virage,virage,m,4500
w-preference,la préférence,préférence,f,4501
w-reconcilier,réconcilier,réconcilier,,4502
w-librement,librement,librement,,4503
w-insinuer,insinuer,insinuer,,4504
w-natal,natal,natal,,4505
w-arrangement,un arrangement,arrangement,m,4506
w-clairiere,la clairière,clairière,f,4507
w-demissionner,démissionner,démissionner,,4508
w-splendeur,la splendeur,splendeur,f,4509
w-dingue-2,un dingue,dingue,m,4510
w-emplacement,un emplacement,emplacement,m,4511
w-tourment,le tourment,tourment,m,4512
w-incarner,incarner,incarner,,4513
w-vingtaine,une vingtaine,vingtaine,f,4514
w-moquette,la moquette,moquette,f,4515
w-use,usé,usé,,4516
w-grenouille,la grenouille,grenouille,f,4517
w-cliche,un cliché,cliché,m,4518
w-dechainer,déchaîner,déchaîner,,4519
w-subit,subit,subit,,4520
w-fente,la fente,fente,f,4521
w-sournois,sournois,sournois,,4522
w-terrestre,terrestre,terrestre,,4523
w-categorie,la catégorie,catégorie,f,4524
w-porteur,le porteur,porteur,m,4525
w-amiral,un amiral,amiral,m,4526
w-bombarder,bombarder,bombarder,,4527
w-perron,le perron,perron,m,4528
w-trompette,la trompette,trompette,f,4529
w-valable,valable,valable,,4530
w-prestige,le prestige,prestige,m,4531
w-vote,le vote,vote,m,4532
w-academie,une académie,académie,f,4533
w-enrichir,enrichir,enrichir,,4534
w-menottes,les menottes,menottes,,4535
w-capter,capter,capter,,4536
w-bisou,le bisou,bisou,m,4537
w-au-fur-et-a-mesure,au fur et à mesure,au fur et à mesure,,4538
w-impregner,imprégner,imprégner,,4539
w-cierge,le cierge,cierge,m,4540
w-repliquer,répliquer,répliquer,,4541
w-casse-2,la casse,casse,f,4542
w-concession,la concession,concession,f,4543
w-zinc,le zinc,zinc,m,4544
w-vieillesse,la vieillesse,vieillesse,f,4545
w-revolutionnaire,révolutionnaire,révolutionnaire,,4546
w-harceler,harceler,harceler,,4547
w-indigne,indigne,indigne,,4548
w-moue,une moue,moue,f,4549
w-fusee,une fusée,fusée,f,4550
w-rafraichir,rafraîchir,rafraîchir,,4551
w-hostilite,une hostilité,hostilité,f,4552
w-benediction,la bénédiction,bénédiction,f,4553
w-installation,une installation,installation,f,4554
w-alerter,alerter,alerter,,4555
w-rez-de-chaussee,le rez-de-chaussée,rez-de-chaussée,m,4556
w-regaler,régaler,régaler,,4557
w-cavalerie,la cavalerie,cavalerie,f,4558
w-rauque,rauque,rauque,,4559
w-description,une description,description,f,4560
w-record,le record,record,m,4561
w-tournage,le tournage,tournage,m,4562
w-artificiel,artificiel,artificiel,,4563
w-completer,compléter,compléter,,4564
w-agonie,une agonie,agonie,f,4565
w-catholique-2,un catholique,catholique,m,4566
w-perruque,une perruque,perruque,f,4567
w-etincelle,une étincelle,étincelle,f,4568
w-emouvant,émouvant,émouvant,,4569
w-berge,une berge,berge,f,4570
w-aboyer,aboyer,aboyer,,4571
w-exclamer,s'exclamer,exclamer,,4572
w-condamne,un condamné,condamné,m,4573
w-mediocre,médiocre,médiocre,,4574
w-pacha,un pacha,pacha,m,4575
w-rentree,la rentrée,rentrée,f,4576
w-correspondance,une correspondance,correspondance,f,4577
w-musette,une musette,musette,f,4578
w-vigueur,la vigueur,vigueur,f,4579
w-demontrer,démontrer,démontrer,,4580
w-sauf,sauf,sauf,,4581
w-activer,activer,activer,,4582
w-contrairement,contrairement,contrairement,,4583
w-flairer,flairer,flairer,,4584
w-recul,le recul,recul,m,4585
w-cuillere,la cuillère,cuillère,f,4586
w-engouffrer,engouffrer,engouffrer,,4587
w-insignifiant,insignifiant,insignifiant,,4588
w-saute,une saute,saute,f,4589
w-calmement,calmement,calmement,,4590
w-subsister,subsister,subsister,,4591
w-epanouir,s'épanouir,épanouir,,4592
w-etreinte,une étreinte,étreinte,f,4593
w-couvert-2,couvert,couvert,,4594
w-dessecher,dessécher,dessécher,,4595
w-refroidir,refroidir,refroidir,,4596
w-testament,le testament,testament,m,4597
w-impuissant,impuissant,impuissant,,4598
w-avertissement,un avertissement,avertissement,m,4599
w-impuissance,une impuissance,impuissance,f,4600
w-tartine,une tartine,tartine,f,4601
w-terroriste,le terroriste,terroriste,m,4602
w-economiser,économiser,économiser,,4603
w-banquier,le banquier,banquier,m,4604
w-cendrier,le cendrier,cendrier,m,4605
w-invoquer,invoquer,invoquer,,4606
w-persister,persister,persister,,4607
w-vacarme,le vacarme,vacarme,m,4608
w-agression,une agression,agression,f,4609
w-lustre,le lustre,lustre,m,4610
w-souhait,le souhait,souhait,m,4611
w-embaucher,embaucher,embaucher,,4612
w-formuler,formuler,formuler,,4613
w-echarpe,une écharpe,écharpe,f,4614
w-marron,marron,marron,,4615
w-mouette,la mouette,mouette,f,4616
w-pascal,pascal,pascal,,4617
w-fusillade,la fusillade,fusillade,f,4618
w-raisonner,raisonner,raisonner,,4619
w-tole,la tôle,tôle,f,4620
w-rhum,le rhum,rhum,m,4621
w-residence,la résidence,résidence,f,4622
w-abeille,une abeille,abeille,f,4623
w-brulure,la brûlure,brûlure,f,4624
w-comparaison,la comparaison,comparaison,f,4625
w-dechire,déchiré,déchiré,,4626
w-tetu,têtu,têtu,,4627
w-concentration,la concentration,concentration,f,4628
w-humidite,une humidité,humidité,f,4629
w-bizarrement,bizarrement,bizarrement,,4630
w-minimum,le minimum,minimum,m,4631
w-passionne,passionné,passionné,,4632
w-raisin,le raisin,raisin,m,4633
w-barman,le barman,barman,m,4634
w-pou,le pou,pou,m,4635
w-lisiere,la lisière,lisière,f,4636
w-soucieux,soucieux,soucieux,,4637
w-aviation,une aviation,aviation,f,4638
w-resolution,la résolution,résolution,f,4639
w-consommer,consommer,consommer,,4640
w-mecanique-2,la mécanique,mécanique,f,4641
w-touffe,la touffe,touffe,f,4642
w-consequent,conséquent,conséquent,,4643
w-secousse,la secousse,secousse,f,4644
w-monture,la monture,monture,f,4645
w-orteil,un orteil,orteil,m,4646
w-palmier,le palmier,palmier,m,4647
w-recolte,la récolte,récolte,f,4648
w-indulgence,une indulgence,indulgence,f,4649
w-torrent,le torrent,torrent,m,4650
w-montant,le montant,montant,m,4651
w-redire,redire,redire,,4652
w-gaiement,gaiement,gaiement,,4653
w-debris,les débris,débris,,4654
w-depression,la dépression,dépression,f,4655
w-flamber,flamber,flamber,,4656
w-sottise,la sottise,sottise,f,4657
w-ecrit-2,écrit,écrit,,4658
w-sterile,stérile,stérile,,4659
w-detenu,le détenu,détenu,m,4660
w-soit,soit,soit,,4661
w-noblesse,la noblesse,noblesse,f,4662
w-banane,la banane,banane,f,4663
w-etrangement,étrangement,étrangement,,4664
w-egorger,égorger,égorger,,4665
w-application,une application,application,f,4666
w-terrifiant,terrifiant,terrifiant,,4667
w-lassitude,la lassitude,lassitude,f,4668
w-marine-2,la marine,marine,f,4669
w-semblable,le semblable,semblable,m,4670
w-zoo,le zoo,zoo,m,4671
w-rayer,rayer,rayer,,4672
w-anniversaire,anniversaire,anniversaire,,4673
w-mendiant,le mendiant,mendiant,m,4674
w-renard,le renard,renard,m,4675
w-traversee,la traversée,traversée,f,4676
w-mule,la mule,mule,f,4677
w-sifflement,le sifflement,sifflement,m,4678
w-retrait,le retrait,retrait,m,4680
w-poussiereux,poussiéreux,poussiéreux,,4681
w-producteur,le producteur,producteur,m,4682
w-bouc,le bouc,bouc,m,4683
w-decu,déçu,déçu,,4684
w-grotesque,grotesque,grotesque,,4685
w-patienter,patienter,patienter,,4686
w-apres-demain,après-demain,après-demain,,4687
w-balance,la balance,balance,f,4688
w-masser,masser,masser,,4689
w-veuf-2,veuf,veuf,,4690
w-permanence,la permanence,permanence,f,4691
w-puant,puant,puant,,4692
w-savourer,savourer,savourer,,4693
w-transpirer,transpirer,transpirer,,4694
w-oriental,oriental,oriental,,4695
w-oie,une oie,oie,f,4696
w-ecume,une écume,écume,f,4697
w-proximite,la proximité,proximité,f,4698
w-maudire,maudire,maudire,,4699
w-squelette,le squelette,squelette,m,4700
w-volant-2,volant,volant,,4701
w-inoui,inouï,inouï,,4702
w-oxygene,un oxygène,oxygène,m,4703
w-entrailles,les entrailles,entrailles,,4704
w-caravane,la caravane,caravane,f,4705
w-faible,le faible,faible,m,4706
w-broder,broder,broder,,4707
w-contour,le contour,contour,m,4708
w-invasion,une invasion,invasion,f,4709
w-coquille,la coquille,coquille,f,4710
w-manipuler,manipuler,manipuler,,4711
w-paye,payé,payé,,4712
w-oblige,obligé,obligé,,4713
w-recompenser,récompenser,récompenser,,4714
w-mauve,mauve,mauve,,4715
w-entrepot,un entrepôt,entrepôt,m,4716
w-besogne,la besogne,besogne,f,4717
w-loyal,loyal,loyal,,4718
w-reportage,le reportage,reportage,m,4719
w-baser,baser,baser,,4720
w-comique,comique,comique,,4721
w-sensibilite,la sensibilité,sensibilité,f,4722
w-biais,le biais,biais,m,4723
w-volee,la volée,volée,f,4724
w-masculin,masculin,masculin,,4725
w-montee,la montée,montée,f,4726
w-devaler,dévaler,dévaler,,4727
w-charge-2,chargé,chargé,,4728
w-aigle,un aigle,aigle,m,4729
w-developpement,le développement,développement,m,4730
w-surcroit,le surcroît,surcroît,m,4731
w-epine,une épine,épine,f,4732
w-coucou,le coucou,coucou,m,4733
w-veston,le veston,veston,m,4734
w-poteau,le poteau,poteau,m,4735
w-patisserie,la pâtisserie,pâtisserie,f,4736
w-kepi,le képi,képi,m,4737
w-mousson,la mousson,mousson,f,4738
w-gibier,le gibier,gibier,m,4739
w-cingle,un cinglé,cinglé,m,4740
w-lacet,le lacet,lacet,m,4741
w-enigme,une énigme,énigme,f,4742
w-aggraver,aggraver,aggraver,,4743
w-realisateur,le réalisateur,réalisateur,m,4744
w-silencieusement,silencieusement,silencieusement,,4745
w-terne,terne,terne,,4746
w-addition,une addition,addition,f,4747
w-force,forcé,forcé,,4748
w-vestiaire,le vestiaire,vestiaire,m,4749
w-orbite,une orbite,orbite,f,4750
w-technologie,la technologie,technologie,f,4751
w-treve,la trêve,trêve,f,4752
w-fiancer,se fiancer,fiancer,,4753
w-eventuel,éventuel,éventuel,,4754
w-ferraille,la ferraille,ferraille,f,4755
w-communion,la communion,communion,f,4757
w-accouder,s'accouder,accouder,,4758
w-colis,le colis,colis,m,4759
w-distraction,la distraction,distraction,f,4760
w-recolter,récolter,récolter,,4762
w-parrain,le parrain,parrain,m,4763
w-engendrer,engendrer,engendrer,,4764
w-intrigue,une intrigue,intrigue,f,4765
w-negociation,une négociation,négociation,f,4766
w-oppose,opposé,opposé,,4767
w-alibi,un alibi,alibi,m,4768
w-cape,une cape,cape,f,4769
w-flipper,flipper,flipper,,4770
w-interessant,un intéressant,intéressant,m,4771
w-eternellement,éternellement,éternellement,,4772
w-archives,les archives,archives,,4773
w-enflammer,enflammer,enflammer,,4774
w-projecteur,un projecteur,projecteur,m,4775
w-souterrain,souterrain,souterrain,,4776
w-chomage,le chômage,chômage,m,4777
w-artifice,un artifice,artifice,m,4778
w-boxe,la boxe,boxe,f,4779
w-enregistrement,un enregistrement,enregistrement,m,4780
w-galon,un galon,galon,m,4781
w-peloton,le peloton,peloton,m,4782
w-croquer,croquer,croquer,,4783
w-marmite,une marmite,marmite,f,4784
w-supermarche,le supermarché,supermarché,m,4785
w-avance,avancé,avancé,,4786
w-business,le business,business,m,4787
w-indignation,une indignation,indignation,f,4788
w-scruter,scruter,scruter,,4789
w-budget,le budget,budget,m,4790
w-critiquer,critiquer,critiquer,,4791
w-dorer,dorer,dorer,,4792
w-instruire,instruire,instruire,,4793
w-magicien,le magicien,magicien,m,4794
w-joint,joint,joint,,4795
w-qualifier,qualifier,qualifier,,4796
w-brosser,brosser,brosser,,4797
w-culpabilite,la culpabilité,culpabilité,f,4798
w-debarquement,le débarquement,débarquement,m,4799
w-poutre,la poutre,poutre,f,4800
w-epuise,épuisé,épuisé,,4801
w-officiellement,officiellement,officiellement,,4802
w-sur-le-champ,sur-le-champ,sur-le-champ,,4803
w-glacial,glacial,glacial,,4804
w-gravier,le gravier,gravier,m,4805
w-harem,le harem,harem,m,4806
w-pic,le pic,pic,m,4807
w-chandelle,la chandelle,chandelle,f,4808
w-merveilleux,le merveilleux,merveilleux,m,4809
w-partisan,le partisan,partisan,m,4810
w-survie,la survie,survie,f,4811
w-quarantaine,la quarantaine,quarantaine,f,4812
w-tapoter,tapoter,tapoter,,4813
w-trousse,la trousse,trousse,f,4814
w-generosite,la générosité,générosité,f,4815
w-chantonner,chantonner,chantonner,,4816
w-adosser,adosser,adosser,,4817
w-savant-2,le savant,savant,m,4818
w-architecte,un architecte,architecte,m,4819
w-helicoptere,un hélicoptère,hélicoptère,m,4820
w-roseau,le roseau,roseau,m,4821
w-reference,la référence,référence,f,4822
w-local-2,le local,local,m,4823
w-dortoir,le dortoir,dortoir,m,4824
w-organisme,un organisme,organisme,m,4825
w-elite,une élite,élite,f,4826
w-assure,assuré,assuré,,4827
w-coque,la coque,coque,f,4828
w-enseigne,une enseigne,enseigne,f,4829
w-poignarder,poignarder,poignarder,,4830
w-ecureuil,un écureuil,écureuil,m,4831
w-collaboration,la collaboration,collaboration,f,4832
w-peigne,le peigne,peigne,m,4833
w-suer,suer,suer,,4834
w-serenite,la sérénité,sérénité,f,4835
w-embrouiller,embrouiller,embrouiller,,4836
w-fourneau,le fourneau,fourneau,m,4837
w-coma,le coma,coma,m,4838
w-empiler,empiler,empiler,,4839
w-farouche,farouche,farouche,,4840
w-marais,le marais,marais,m,4841
w-gaspiller,gaspiller,gaspiller,,4842
w-lezard,le lézard,lézard,m,4843
w-polonais-2,un Polonais,Polonais,m,4844
w-blanchir,blanchir,blanchir,,4845
w-roulant,roulant,roulant,,4846
w-sous-marin,le sous-marin,sous-marin,m,4847
w-esquisser,esquisser,esquisser,,4848
w-jardinier,le jardinier,jardinier,m,4849
w-africain,africain,africain,,4850
w-toucher,le toucher,toucher,m,4851
w-trebucher,trébucher,trébucher,,4852
w-faiblement,faiblement,faiblement,,4853
w-celibataire,célibataire,célibataire,,4854
w-expulser,expulser,expulser,,4855
w-obscene,obscène,obscène,,4856
w-paye-2,la paye,paye,f,4857
w-crepe,la crêpe,crêpe,f,4858
w-bourg,le bourg,bourg,m,4859
w-deces,le décès,décès,m,4860
w-gardien-2,gardien,gardien,,4861
w-garnir,garnir,garnir,,4862
w-compassion,la compassion,compassion,f,4863
w-cordon,le cordon,cordon,m,4864
w-mobile,mobile,mobile,,4865
w-physiquement,physiquement,physiquement,,4866
w-missile,un missile,missile,m,4867
w-accentuer,accentuer,accentuer,,4868
w-brailler,brailler,brailler,,4869
w-colle,la colle,colle,f,4870
w-pieux,pieux,pieux,,4871
w-puiser,puiser,puiser,,4872
w-combattant-2,combattant,combattant,,4873
w-impasse,une impasse,impasse,f,4874
w-embarras,un embarras,embarras,m,4875
w-garantie,la garantie,garantie,f,4876
w-brigadier,le brigadier,brigadier,m,4877
w-inhabituel,inhabituel,inhabituel,,4878
w-fondation,la fondation,fondation,f,4879
w-imprevisible,imprévisible,imprévisible,,4880
w-advenir,advenir,advenir,,4881
w-parent,parent,parent,,4882
w-resolu,résolu,résolu,,4884
w-sordide,sordide,sordide,,4885
w-seduisant,séduisant,séduisant,,4886
w-nucleaire,nucléaire,nucléaire,,4887
w-pauvrete,la pauvreté,pauvreté,f,4888
w-verrou,le verrou,verrou,m,4889
w-macher,mâcher,mâcher,,4890
w-piloter,piloter,piloter,,4891
w-cinquieme,cinquième,cinquième,,4892
w-insensible,insensible,insensible,,4893
w-lessive,la lessive,lessive,f,4894
w-necessaire,le nécessaire,nécessaire,m,4895
w-chaleureux,chaleureux,chaleureux,,4896
w-gentleman,le gentleman,gentleman,m,4897
w-pommette,la pommette,pommette,f,4898
w-comedien,le comédien,comédien,m,4899
w-debuter,débuter,débuter,,4900
w-endurer,endurer,endurer,,4901
w-naturel,le naturel,naturel,m,4902
w-edifice,un édifice,édifice,m,4903
w-incruster,incruster,incruster,,4904
w-gouffre,le gouffre,gouffre,m,4905
w-paternel,paternel,paternel,,4906
w-exaltation,une exaltation,exaltation,f,4907
w-primitif,primitif,primitif,,4908
w-inspection,une inspection,inspection,f,4909
w-fascinant,fascinant,fascinant,,4910
w-relatif,relatif,relatif,,4911
w-toux,la toux,toux,f,4912
w-coca,le coca,coca,m,4913
w-facilite,la facilité,facilité,f,4914
w-gluant,gluant,gluant,,4915
w-latin-2,latin,latin,,4916
w-pyramide,la pyramide,pyramide,f,4917
w-rectangle,le rectangle,rectangle,m,4918
w-supplice,le supplice,supplice,m,4919
w-bavard,bavard,bavard,,4920
w-messager,le messager,messager,m,4921
w-morgue,la morgue,morgue,f,4922
w-touchant,touchant,touchant,,4923
w-convaincu,convaincu,convaincu,,4924
w-elementaire,élémentaire,élémentaire,,4925
w-vibration,une vibration,vibration,f,4926
w-complexe,complexe,complexe,,4927
w-brise-2,la brise,brise,f,4928
w-moite,moite,moite,,4929
w-petard,un pétard,pétard,m,4930
w-caverne,la caverne,caverne,f,4931
w-ail,un ail,ail,m,4932
w-court-2,le court,court,m,4933
w-reveur,rêveur,rêveur,,4934
w-sportif,sportif,sportif,,4935
w-surete,la sûreté,sûreté,f,4936
w-eclairage,un éclairage,éclairage,m,4937
w-bouchee,la bouchée,bouchée,f,4938
w-fache,fâché,fâché,,4939
w-mechancete,la méchanceté,méchanceté,f,4940
w-socialiste,socialiste,socialiste,,4941
w-are,un are,are,m,4942
w-orphelin,un orphelin,orphelin,m,4943
w-plisser,plisser,plisser,,4944
w-sentinelle,la sentinelle,sentinelle,f,4945
w-susceptible,susceptible,susceptible,,4946
w-triangle,le triangle,triangle,m,4947
w-pressentiment,un pressentiment,pressentiment,m,4948
w-girl,une girl,girl,f,4949
w-interpeller,interpeller,interpeller,,4950
w-locomotive,la locomotive,locomotive,f,4951
w-requin,le requin,requin,m,4952
w-reapparaitre,réapparaître,réapparaître,,4953
w-impeccable,impeccable,impeccable,,4954
w-strategie,la stratégie,stratégie,f,4955
w-raler,râler,râler,,4956
w-jument,la jument,jument,f,4957
w-pourboire,le pourboire,pourboire,m,4958
w-droguer,droguer,droguer,,4959
w-fauve,le fauve,fauve,m,4960
w-fade,fade,fade,,4961
w-altesse,une altesse,altesse,f,4962
w-stupefait,stupéfait,stupéfait,,4963
w-emu,ému,ému,,4964
w-meurtrier-2,meurtrier,meurtrier,,4965
w-culot,le culot,culot,m,4966
w-delicatesse,la délicatesse,délicatesse,f,4967
w-monotone,monotone,monotone,,4968
w-priorite,la priorité,priorité,f,4969
w-vertical,vertical,vertical,,4970
w-eventail,un éventail,éventail,m,4971
w-complot,le complot,complot,m,4972
w-rabbin,le rabbin,rabbin,m,4974
w-sangloter,sangloter,sangloter,,4975
w-galet,le galet,galet,m,4976
w-maquis,le maquis,maquis,m,4977
w-aisance,une aisance,aisance,f,4978
w-neutre,neutre,neutre,,4979
w-ballet,le ballet,ballet,m,4980
w-prodigieux,prodigieux,prodigieux,,4981
w-chausser,chausser,chausser,,4982
w-detailler,détailler,détailler,,4983
w-clope,une clope,clope,f,4984
w-foirer,foirer,foirer,,4985
w-horaire,un horaire,horaire,m,4986
w-prunelle,la prunelle,prunelle,f,4987
w-promis-2,promis,promis,,4988
w-mare,la mare,mare,f,4989
w-finance,la finance,finance,f,4990
w-dune,la dune,dune,f,4991
w-honnetement,honnêtement,honnêtement,,4992
w-inciter,inciter,inciter,,4993
w-gangster,le gangster,gangster,m,4994
w-enseignement,un enseignement,enseignement,m,4995
w-opposition,une opposition,opposition,f,4996
w-difficilement,difficilement,difficilement,,4997
w-frappe,la frappe,frappe,f,4998
w-jean,un jean,jean,m,4999
w-crasse,la crasse,crasse,f,5000
w-pelerin,le pèlerin,pèlerin,m,5001
w-chauve,chauve,chauve,,5002
w-emprisonner,emprisonner,emprisonner,,5003
w-coucher,le coucher,coucher,m,5004
w-lady,la lady,lady,f,5005
w-furtif,furtif,furtif,,5006
w-condaire,secondaire,secondaire,,5007
w-mollet,le mollet,mollet,m,5008
w-boxeur,le boxeur,boxeur,m,5009
w-cloture,la clôture,clôture,f,5010
w-louche,louche,louche,,5011
w-trentaine,une trentaine,trentaine,f,5012
w-lambeau,le lambeau,lambeau,m,5013
w-mythe,le mythe,mythe,m,5014
w-preparation,la préparation,préparation,f,5015
w-adolescence,une adolescence,adolescence,f,5016
w-chatiment,le châtiment,châtiment,m,5017
w-hotesse,une hôtesse,hôtesse,f,5018
w-neanmoins,néanmoins,néanmoins,,5019
w-sculpter,sculpter,sculpter,,5020
w-puzzle,le puzzle,puzzle,m,5021
w-abominable,abominable,abominable,,5022
w-autre,un autre,autre,m,5023
w-charrier,charrier,charrier,,5024
w-pendule,la pendule,pendule,f,5025
w-armistice,un armistice,armistice,m,5026
w-munir,munir,munir,,5027
w-protestation,une protestation,protestation,f,5028
w-corsage,le corsage,corsage,m,5029
w-arrondir,arrondir,arrondir,,5030
w-beret,le béret,béret,m,5031
w-galop,le galop,galop,m,5032
w-matinal,matinal,matinal,,5033
w-halte,une halte,halte,f,5034
w-dauphin,le dauphin,dauphin,m,5035
w-lourdement,lourdement,lourdement,,5036
w-nature,nature,nature,,5037
w-tonneau,le tonneau,tonneau,m,5038
w-copier,copier,copier,,5039
w-deplacement,le déplacement,déplacement,m,5040
w-nausee,une nausée,nausée,f,5041
w-blancheur,la blancheur,blancheur,f,5042
w-correctement,correctement,correctement,,5043
w-disparu-2,un disparu,disparu,m,5044
w-craie,la craie,craie,f,5045
w-reparaitre,reparaître,reparaître,,5046
w-submerger,submerger,submerger,,5047
w-consumer,consumer,consumer,,5048
w-dedier,dédier,dédier,,5049
w-galoper,galoper,galoper,,5050
w-boyau,le boyau,boyau,m,5051
w-structure,la structure,structure,f,5052
w-accommoder,accommoder,accommoder,,5053
w-aplatir,aplatir,aplatir,,5054
w-chevaucher,chevaucher,chevaucher,,5055
w-carcasse,une carcasse,carcasse,f,5056
w-capital-2,le capital,capital,m,5059
w-grouper,grouper,grouper,,5060
w-judiciaire,judiciaire,judiciaire,,5061
w-froncer,froncer,froncer,,5062
w-planque,la planque,planque,f,5063
w-cantine,la cantine,cantine,f,5064
w-fourgon,le fourgon,fourgon,m,5065
w-traduction,la traduction,traduction,f,5066
w-gouverner,gouverner,gouverner,,5067
w-modele-2,modèle,modèle,,5068
w-agresser,agresser,agresser,,5069
w-coco,un coco,coco,m,5070
w-intensite,une intensité,intensité,f,5071
w-debiter,débiter,débiter,,5072
w-pige,la pige,pige,f,5073
w-palir,pâlir,pâlir,,5074
w-humilite,une humilité,humilité,f,5075
w-migraine,la migraine,migraine,f,5076
w-processus,le processus,processus,m,5077
w-parade,la parade,parade,f,5078
w-reparation,une réparation,réparation,f,5079
w-tutoyer,tutoyer,tutoyer,,5080
w-boulanger,le boulanger,boulanger,m,5081
w-applaudissements,les applaudissements,applaudissements,,5082
w-architecture,une architecture,architecture,f,5083
w-eloigne,éloigné,éloigné,,5084
w-kidnapper,kidnapper,kidnapper,,5085
w-fouille,la fouille,fouille,f,5086
w-ravin,un ravin,ravin,m,5087
w-battu,battu,battu,,5088
w-presentation,une présentation,présentation,f,5089
w-rituel,rituel,rituel,,5090
w-solliciter,solliciter,solliciter,,5091
w-delegation,une délégation,délégation,f,5092
w-tendrement,tendrement,tendrement,,5093
w-discerner,discerner,discerner,,5094
w-gerbe,une gerbe,gerbe,f,5095
w-tracasser,tracasser,tracasser,,5096
w-epicerie,une épicerie,épicerie,f,5097
w-dissoudre,dissoudre,dissoudre,,5098
w-durement,durement,durement,,5099
w-effraye,effrayé,effrayé,,5100
w-froisser,froisser,froisser,,5101
w-cadet,le cadet,cadet,m,5102
w-cretement,secrètement,secrètement,,5103
w-somptueux,somptueux,somptueux,,5104
w-canon-2,canon,canon,,5105
w-frequent,fréquent,fréquent,,5106
w-tricoter,tricoter,tricoter,,5107
w-averer,s'avérer,avérer,,5108
w-gitan,un Gitan,Gitan,m,5109
w-litteralement,littéralement,littéralement,,5110
w-refugie,un réfugié,réfugié,m,5111
w-bleme,blême,blême,,5112
w-cadence,la cadence,cadence,f,5113
w-gonfle,gonflé,gonflé,,5114
w-nichon,un nichon,nichon,m,5115
w-dirigeant,un dirigeant,dirigeant,m,5116
w-domestique-2,domestique,domestique,,5117
w-deserter,déserter,déserter,,5118
w-exhiber,exhiber,exhiber,,5119
w-fourre,un fourré,fourré,m,5120
w-transmission,la transmission,transmission,f,5121
w-vitre,vitré,vitré,,5122
w-automatique,automatique,automatique,,5123
w-conferer,conférer,conférer,,5124
w-filtrer,filtrer,filtrer,,5125
w-cretin-2,crétin,crétin,,5126
w-bousiller,bousiller,bousiller,,5127
w-chantage,le chantage,chantage,m,5128
w-detente,la détente,détente,f,5129
w-jouissance,la jouissance,jouissance,f,5130
w-remous,le remous,remous,m,5131
w-affairer,s'affairer,affairer,,5132
w-rallier,rallier,rallier,,5133
w-bienvenu,le bienvenu,bienvenu,m,5134
w-delegue,le délégué,délégué,m,5135
w-insistance,une insistance,insistance,f,5136
w-encercler,encercler,encercler,,5137
w-suggestion,une suggestion,suggestion,f,5138
w-chef-d-oeuvre,un chef-d'œuvre,chef-d'œuvre,m,5139
w-licence,la licence,licence,f,5140
w-policier-2,policier,policier,,5141
w-quitte,quitte,quitte,,5142
w-roux-2,le roux,roux,m,5143
w-globe,le globe,globe,m,5144
